UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
rejx-ewy7,Acceso universal,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/rejx-ewy7,https://www.datos.gov.co/resource/rejx-ewy7.json,01/27/2020 08:41:20 PM,10/14/2022 09:54:50 PM,www.datos.gov.co,false,3736,966,1550,21,npardo@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,27/01/2020,Dirección de infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
4637-w7s4,4. Tablero Brecha de pertinencia - Disparidad de Competencias - Estudio de identificación de brechas de capital humano para el sector TIC Parte 1,lmedina,em8d-zexv,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",brecha.,https://www.datos.gov.co/d/4637-w7s4,https://www.datos.gov.co/resource/4637-w7s4.json,09/14/2020 04:56:52 PM,09/17/2020 12:41:53 AM,www.datos.gov.co,false,164,20,21331,7,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Gobierno Digital,https://www.datos.gov.co/d/4637-w7s4,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-12-27,Gobierno Digital - Datos Abiertos,Bogotá D.C.,,Trienio,Español,,Nacional,
5cng-ebxj,Activos de Información de Colombia,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",activos de informacion,https://www.datos.gov.co/d/5cng-ebxj,https://www.datos.gov.co/resource/5cng-ebxj.json,09/12/2018 02:47:18 AM,12/22/2021 02:01:04 PM,www.datos.gov.co,false,914,56,40850,35,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,MINTIC,https://www.datos.gov.co/d/5cng-ebxj,,,,,,,,,,,Función Pública,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-10-18,Dirección de gobierno en línea,Bogotá D.C.,,Diaria,Español,,Nacional,
er4r-m6af,Gráfica Datos Abiertos por Departamento,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,chart,,,https://www.datos.gov.co/d/er4r-m6af,https://www.datos.gov.co/resource/er4r-m6af.json,06/27/2020 05:53:16 PM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,786,1,,,,,,,,,e297-pm66,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-06-27,Gobierno Digital,Bogotá D.C.,,Diaria,Español,,Nacional,
h6rm-s58y,SERVICIO DE CORREO,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/h6rm-s58y,https://www.datos.gov.co/resource/h6rm-s58y.json,12/12/2019 02:16:55 PM,12/22/2022 02:15:03 PM,www.datos.gov.co,false,727,87,2785,10,lpedraza@mintic.gov.co,,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36410-85236.html,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,27/08/2019,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Trimestral,Español,,Nacional,
ezyw-egbj,"Internet Móvil, abonados por proveedor",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","acceso móvil a internet,demanda",https://www.datos.gov.co/d/ezyw-egbj,https://www.datos.gov.co/resource/ezyw-egbj.json,05/31/2018 08:03:45 PM,02/27/2023 03:10:15 PM,www.datos.gov.co,false,2272,424,608,7,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
4t9r-7v7i,Sección de Usos del Portal de Datos Abiertos del Estado Colombiano,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/4t9r-7v7i,https://www.datos.gov.co/resource/4t9r-7v7i.json,12/06/2017 07:11:52 PM,11/30/2022 06:37:40 PM,www.datos.gov.co,false,9981,1373,290,36,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/4t9r-7v7i,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-12,Dirección de Gobierno Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
9gpr-77he,Televisión Digital Terrestre (TDT),Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,,,https://www.datos.gov.co/d/9gpr-77he,https://www.datos.gov.co/resource/9gpr-77he.json,07/15/2019 08:04:58 PM,07/13/2020 08:40:33 PM,www.datos.gov.co,false,1223,104,796,14,,,,https://www.datos.gov.co/d/9gpr-77he,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
9mey-c8s8,"Cobertura móvil por tecnología, departamento y municipio por proveedor",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/9mey-c8s8,https://www.datos.gov.co/resource/9mey-c8s8.json,09/08/2020 07:12:27 PM,02/27/2023 03:14:55 PM,www.datos.gov.co,false,9279,884,10,16,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,,2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
h6rm-s58y:6,SERVICIO DE CORREO,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/h6rm-s58y/revisions/6,,09/25/2020 05:14:18 PM,12/22/2022 02:15:03 PM,www.datos.gov.co,false,,,2785,10,lpedraza@mintic.gov.co,,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36410-85236.html,SERVICIO DE CORREO,h6rm-s58y,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,27/08/2019,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Trimestral,Español,,Nacional,
na9a-q7cu,Preguntas Frecuentes - FAQ,Tatiana,q5pm-gdzg,unpublished,private,not_ready,official,filter,"Ciencia, Tecnología e Innovación","preguntas,preguntas frecuentes,faq",https://www.datos.gov.co/d/na9a-q7cu,https://www.datos.gov.co/resource/na9a-q7cu.json,08/16/2016 03:12:18 PM,07/23/2021 09:51:23 PM,www.datos.gov.co,true,2,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,Preguntas Frecuentes - FAQ,fawi-25na,antb-69gi,,14/06/2016,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,,Gobierno en línea,Bogotá D.C.,,Anual,Español,,Nacional,
rw7d-52vb,"Documentos científicos TIC, por institución",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",documentos científicos tic,https://www.datos.gov.co/d/rw7d-52vb,,07/14/2016 10:53:09 PM,07/14/2016 10:53:09 PM,www.datos.gov.co,false,20,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 13:02:45.22,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
6sjq-6uun,Publicaciones_Interacciones_campaña_#CrecerVerdeEs,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Ambiente y Desarrollo Sostenible,"ambiental,ambiente y desarrollo sostenible,crecimiento verde,economía,naturaleza",https://www.datos.gov.co/d/6sjq-6uun,https://www.datos.gov.co/resource/6sjq-6uun.json,06/05/2020 08:34:00 PM,06/05/2020 08:40:39 PM,www.datos.gov.co,false,50,5,77,7,,Open Data Commons Attribution License,Urna de Cristal,,,,,,,,,,,,Ambiente y Desarrollo Sostenible,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-06-05,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
74yu-dg3t,Institucionalizar las dependencias con funciones TIC,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/74yu-dg3t,https://www.datos.gov.co/resource/74yu-dg3t.json,12/15/2020 09:39:04 PM,07/02/2021 04:33:36 PM,www.datos.gov.co,false,183,13,0,24,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,lgil@mintic.gov.co,Bogotá D.C.,,Mensual,Español,,Nacional,
riey-sj72,VISTA_Departamento y municipios del Caquetá de la Republica de Colombia.,GOBERNACIÓN DEL CAQUETÁ,iy7y-4bip,published,public,approved,official,filter,Mapas Nacionales,,https://www.datos.gov.co/d/riey-sj72,https://www.datos.gov.co/resource/riey-sj72.json,11/24/2021 10:03:31 PM,03/15/2022 02:27:58 PM,www.datos.gov.co,true,91,2,16,,,Creative Commons Attribution | Share Alike 4.0 International,Departamento Administrativo Nacional de Estadística,https://www.datos.gov.co/d/xdk5-pm3f,,,xdk5-pm3f,,,,,,,,Estadísticas,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-05-11,Asesoftware,Bogotá D.C.,,Anual,Español,,Nacional,
fzga-yi3b,GraficoJorTaller,tdpt,3xbf-pgw6,published,private,not_ready,official,chart,Salud y Protección Social,,https://www.datos.gov.co/d/fzga-yi3b,https://www.datos.gov.co/resource/fzga-yi3b.json,10/01/2020 10:07:06 PM,10/01/2020 10:02:11 PM,www.datos.gov.co,true,2,0,,,,Creative Commons Attribution 4.0 International,UTTransformacionDigital,https://www.datos.gov.co/Ciencia-Tecnolog-a-e-Innovaci-n/Registro-de-Activos-de-Informaci-n-MinTIC-2019/ntxk-xuu3,,,n8i4-ikki,,,,,,,,Salud y Protección Social,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://www.secretariasenado.gov.co/senado/basedoc/ley_1712_2014.html,Bogotá D.C.,,Territorial,,,,,,2020-10-01,UTTransformacionDigital,Bogotá D.C.,,Mensual,Español,,Municipal,http://www.secretariasenado.gov.co/senado/basedoc/ley_1712_2014.html
8eav-pbay,Comentarios campaña de participación Creamos Normas,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/8eav-pbay,https://www.datos.gov.co/resource/8eav-pbay.json,02/02/2018 06:46:36 PM,02/02/2018 06:46:38 PM,www.datos.gov.co,false,2,0,50,6,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 09 16 ,Urna de Cristal ,Bogotá D.C.,,No aplica,Español,,Nacional,
y4ww-i2k5,"Trabajadores CTI sector manufactura TIC, areas de",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",trabajadores tic en actividades cti,https://www.datos.gov.co/d/y4ww-i2k5,,07/14/2016 10:49:49 PM,07/14/2016 10:49:49 PM,www.datos.gov.co,false,24,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 08:41:39.287,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
2p8h-6c5c,Comentarios campaña de participación Manual De Rendición De Cuentas,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,#lascuentasalderecho,https://www.datos.gov.co/d/2p8h-6c5c,https://www.datos.gov.co/resource/2p8h-6c5c.json,02/02/2018 07:01:25 PM,02/02/2018 07:01:27 PM,www.datos.gov.co,false,3,0,21,6,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las comunicaciones,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 09 30,Urna de Cristal ,Bogotá D.C.,,No aplica,Español,,Nacional,
xubb-43mg,QA_Registro_Informe_de_Austeridad_Directiva_Presidencial,subdireccion.desarrollo,6u7b-d5es,published,private,not_ready,official,dataset,,,https://www.datos.gov.co/d/xubb-43mg,https://www.datos.gov.co/resource/xubb-43mg.json,04/08/2019 04:33:50 PM,04/30/2019 07:20:02 PM,www.datos.gov.co,false,63,14,126,16,,,,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-08,Agencia Nacional Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
a5th-6mby,Comentarios_Campaña_#CrecerVerdeEs,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Ambiente y Desarrollo Sostenible,"ambiente y desarrollo sostenible,desarrollo sostenible,naturaleza,ambiente,economía",https://www.datos.gov.co/d/a5th-6mby,https://www.datos.gov.co/resource/a5th-6mby.json,06/05/2020 08:44:06 PM,06/05/2020 08:48:29 PM,www.datos.gov.co,false,46,7,300,6,,Open Data Commons Public Domain Dedication and License,Urna de Cristal,,,,,,,,,,,,Ambiente y Desarrollo Sostenible,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-06-05,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
hvkk-eica,Productos de Periodismo de Datos,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","periodismo,productos con datos,datos abiertos",https://www.datos.gov.co/d/hvkk-eica,https://www.datos.gov.co/resource/hvkk-eica.json,09/01/2017 02:01:28 PM,09/15/2017 05:36:00 PM,www.datos.gov.co,false,492,43,22,8,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Internacional,,,,,,9/1/2017,Dirección Gobierno Digital - Coordinación Gobierno Abierto,Bogotá D.C.,,Trienio,Español,,Internacional,
kvkf-hkdb,"Matriculados técnicos TIC, OCDE y sexo",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados formación técnica profesional tic,https://www.datos.gov.co/d/kvkf-hkdb,,07/14/2016 10:42:25 PM,07/14/2016 10:42:25 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 10:29:59.463,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
3avr-vfic,"Medios de protección no formales, sector manufactu",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",medios de protección no formales,https://www.datos.gov.co/d/3avr-vfic,,07/14/2016 10:53:35 PM,07/14/2016 10:53:35 PM,www.datos.gov.co,false,24,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 13:32:25.64,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
3ujx-gs2m,Comentarios campaña de participación Plan Decenal De Justicia,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,plan decenal de justicia 2017-2027,https://www.datos.gov.co/d/3ujx-gs2m,https://www.datos.gov.co/resource/3ujx-gs2m.json,02/02/2018 04:18:43 PM,02/02/2018 04:18:46 PM,www.datos.gov.co,false,3,0,2024,6,jguerreroa@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnología de la Información y las Comunicaciones,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 01 10,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
chxe-bwwe,Comentarios campaña de participación Código De Policía,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,#códigodeconvivencia,https://www.datos.gov.co/d/chxe-bwwe,https://www.datos.gov.co/resource/chxe-bwwe.json,02/02/2018 07:13:31 PM,02/02/2018 07:13:34 PM,www.datos.gov.co,false,2,0,4477,6,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 08 10,Urna de Cristal ,Bogotá D.C.,,No aplica,Español,,Nacional,
ecc9-2biz,"Programas maestría TIC, OCDE",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas maestría tic,https://www.datos.gov.co/d/ecc9-2biz,,07/14/2016 10:43:05 PM,07/14/2016 10:43:05 PM,www.datos.gov.co,false,14,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 15:06:44.893,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
vbe5-difq,"Fuentes bibliográficas, empresas manufactura TIC",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",fuentes de información biblliográfica,https://www.datos.gov.co/d/vbe5-difq,,07/14/2016 10:52:50 PM,07/14/2016 10:52:50 PM,www.datos.gov.co,false,22,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 12:49:18.233,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
dss2-jr2p,Gráfico Jornadas,tdpt,3xbf-pgw6,published,private,not_ready,official,chart,,,https://www.datos.gov.co/d/dss2-jr2p,https://www.datos.gov.co/resource/dss2-jr2p.json,09/01/2020 07:43:36 PM,09/17/2020 08:59:13 PM,www.datos.gov.co,true,4,0,,,,Creative Commons 1.0 Universal (Public Domain Dedication),UTTransformacionDigital,,,,ejqp-ts2g,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-09-01,UTTransformacionDigital,Bogotá D.C.,,Mensual,Español,,Nacional,
9zi7-dghe,"Matriculados maestría TIC, enctidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados maestría tic,https://www.datos.gov.co/d/9zi7-dghe,,07/14/2016 10:39:08 PM,07/14/2016 10:39:08 PM,www.datos.gov.co,false,20,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-29 08:56:52.39,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-29,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
rtxm-gpn6,"Trabajadores en innovación TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",trabajadores tic que realizan actividades cti,https://www.datos.gov.co/d/rtxm-gpn6,,07/14/2016 10:50:15 PM,07/14/2016 10:50:15 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 09:14:45.98,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
qsny-m63r,"Graduados doctorado TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",graduados doctorado tic,https://www.datos.gov.co/d/qsny-m63r,,07/14/2016 10:46:20 PM,07/14/2016 10:46:20 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 15:49:33.513,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
iurv-p5th,"Número de proyectos CTI en TIC, entidad territoria",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",proyectos cti en tic,https://www.datos.gov.co/d/iurv-p5th,,07/14/2016 10:50:42 PM,07/14/2016 10:50:42 PM,www.datos.gov.co,false,30,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 10:22:01.96,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
ahci-q47h,Directiva Austeridad 2019 - PRUEBA,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,Gastos Gubernamentales,,https://www.datos.gov.co/d/ahci-q47h,https://www.datos.gov.co/resource/ahci-q47h.json,02/14/2019 03:34:58 PM,02/14/2019 03:40:42 PM,www.datos.gov.co,false,17,0,2125,16,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,MinTIC,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-02-14,Gobierno Digital,Bogotá D.C.,,No aplica,Español,,Nacional,
